aberrantemente	ˌabexˌɐ̃ŋtemˈeɪŋtʃɪ	ˌabexɐ̃ŋtʃɪmˈeɪŋtʃɪ
desobedientemente	dˌezobˌedʒiˌeɪŋtemˈeɪŋtʃɪ	dˌezobˌedʒieɪŋtʃɪmˈeɪŋtʃɪ
desobrigatoriamente	dˌezobɾˌiɡatˌoɾiɐmˈeɪŋtʃɪ	dˌezobɾˌiɡatˌoɾiɐmˈeɪŋtʃɪ
desoladamente	dˌezolˌadɐmˈeɪŋtʃɪ	dˌezoladɐmˈeɪŋtʃɪ
desonestamente	dˌezonˌestɐmˈeɪŋtʃɪ	dˌezonɛstɐmˈeɪŋtʃɪ
desonrosamente	dˌezoŋxˌozɐmˈeɪŋtʃɪ	dˌezoŋxɔzɐmˈeɪŋtʃɪ
desorçamente	dˌezoɾsɐmˈeɪŋtʃɪ	dˌezɔɾsɐmˈeɪŋtʃɪ
desordenadamente	dˌezoɾdˌenadɐmˈeɪŋtʃɪ	dˌezoɾdˌenadɐmˈeɪŋtʃɪ
desorientadamente	dˌezoɾˌieɪŋtˌadɐmˈeɪŋtʃɪ	dˌezoɾˌieɪŋtadɐmˈeɪŋtʃɪ
despejadamente	dˌespeʒˌadɐmˈeɪŋtʃɪ	dˌespeʒadɐmˈeɪŋtʃɪ
despercebidamente	dˌespeɾsˌebidɐmˈeɪŋtʃɪ	dˌespeɾsˌebidɐmˈeɪŋtʃɪ
despiedosamente	dˌespiˌedozɐmˈeɪŋtʃɪ	dˌespiˌedɔzɐmˈeɪŋtʃɪ
despigmente	dˌespiɡmˈeɪŋtʃɪ	dˌespiɡmˈeɪŋtʃɪ
desportivamente	dˌespoɾtʃˌivɐmˈeɪŋtʃɪ	dˌespoɾtʃivɐmˈeɪŋtʃɪ
despreocupadamente	dˌespɾeˌokupˌadɐmˈeɪŋtʃɪ	dˌespɾeˌokupadɐmˈeɪŋtʃɪ
despretensiosamente	dˌespɾetˌeɪŋsiˌozɐmˈeɪŋtʃɪ	dˌespɾetˌeɪŋsiɔzɐmˈeɪŋtʃɪ
desproporcionadamente	dˌespɾopˌoɾsɪˌonadɐmˈeɪŋtʃɪ	dˌespɾopˌoɾsɪˌonadɐmˈeɪŋtʃɪ
desproporcionalmente	dˌespɾopˌoɾsɪˌonaʊmˈeɪŋtʃɪ	dˌespɾopˌoɾsɪˌonaʊmˈeɪŋtʃɪ
despudoradamente	dˌespudˌoɾadɐmˈeɪŋtʃɪ	dˌespudˌoɾadɐmˈeɪŋtʃɪ
desreguladamente	dˌezxeɡˌuladɐmˈeɪŋtʃɪ	dˌezxeɡˌuladɐmˈeɪŋtʃɪ
desregulamente	dˌezxeɡˌulɐmˈeɪŋtʃɪ	dˌezxeɡulɐmˈeɪŋtʃɪ
desregularmente	dˌezxeɡˌulaɾmˈeɪŋtʃɪ	dˌezxeɡˌulaɾmˈeɪŋtʃɪ
desrespeitosamente	dˌezxespˌeɪtozɐmˈeɪŋtʃɪ	dˌezxespˌeɪtɔzɐmˈeɪŋtʃɪ
dessincronizadamente	dˌesiŋkɾˌonizˌadɐmˈeɪŋtʃɪ	dˌesiŋkɾˌonizadɐmˈeɪŋtʃɪ
destacadamente	dˌestakˌadɐmˈeɪŋtʃɪ	dˌestakadɐmˈeɪŋtʃɪ
destemidamente	dˌestemˌidɐmˈeɪŋtʃɪ	dˌestemidɐmˈeɪŋtʃɪ
destemperadamente	dˌesteɪmpˌeɾadɐmˈeɪŋtʃɪ	dˌesteɪmpˌeɾadɐmˈeɪŋtʃɪ
desumanamente	dˌezumˌɐnɐmˈeɪŋtʃɪ	dˌezumɐ̃nɐmˈeɪŋtʃɪ
desvantajosamente	dˌezvɐ̃ŋtˌaʒozɐmˈeɪŋtʃɪ	dˌezvɐ̃ŋtˌaʒɔzɐmˈeɪŋtʃɪ
detalhadamente	dˌetaʎˌadɐmˈeɪŋtʃɪ	dˌetaʎadɐmˈeɪŋtʃɪ
determinantemente	dˌeteɾmˌinɐ̃ŋtemˈeɪŋtʃɪ	dˌeteɾmˌinɐ̃ŋtʃɪmˈeɪŋtʃɪ
deterministicamente	dˌeteɾmˌinistʃˌikɐmˈeɪŋtʃɪ	dˌeteɾmˌinistʃikɐmˈeɪŋtʃɪ
detidamente	dˌetʃidɐmˈeɪŋtʃɪ	dˌetʃidɐmˈeɪŋtʃɪ
devidamente	dˌevidɐmˈeɪŋtʃɪ	dˌevidɐmˈeɪŋtʃɪ
devotadamente	dˌevotˌadɐmˈeɪŋtʃɪ	dˌevotadɐmˈeɪŋtʃɪ
diabolicamente	dʒˌiabˌolikɐmˈeɪŋtʃɪ	dʒˌiabˌolikɐmˈeɪŋtʃɪ
diagonalmente	dʒˌiaɡˌonaʊmˈeɪŋtʃɪ	dʒˌiaɡˌonaʊmˈeɪŋtʃɪ
diametralmente	dʒˌiɐmˌetɾaʊmˈeɪŋtʃɪ	dʒˌiɐmˌetɾaʊmˈeɪŋtʃɪ
diariamente	dʒˌiaɾˌiɐmˈeɪŋtʃɪ	dʒˌiaɾiɐmˈeɪŋtʃɪ
didaticamente	dʒˌidatʃˌikɐmˈeɪŋtʃɪ	dʒˌidatʃikɐmˈeɪŋtʃɪ
diferenciadamente	dʒˌifeɾˌeɪŋsiˌadɐmˈeɪŋtʃɪ	dʒˌifeɾˌeɪŋsiadɐmˈeɪŋtʃɪ
diferentemente	dʒˌifeɾˌeɪŋtemˈeɪŋtʃɪ	dʒˌifeɾeɪŋtʃɪmˈeɪŋtʃɪ
dificilmente	dʒˌifisiʊmˈeɪŋtʃɪ	dʒˌifisiʊmˈeɪŋtʃɪ
difusamente	dʒˌifuzɐmˈeɪŋtʃɪ	dʒˌifuzɐmˈeɪŋtʃɪ
digitalmente	dʒˌiʒitaʊmˈeɪŋtʃɪ	dʒˌiʒitaʊmˈeɪŋtʃɪ
dignamente	dʒˌiɡnɐmˈeɪŋtʃɪ	dʒiɡnɐmˈeɪŋtʃɪ
diligentemente	dʒˌiliʒˌeɪŋtemˈeɪŋtʃɪ	dʒˌiliʒeɪŋtʃɪmˈeɪŋtʃɪ
dinamicamente	dʒˌinɐmˌikɐmˈeɪŋtʃɪ	dʒˌinɐmikɐmˈeɪŋtʃɪ
diplomaticamente	dʒˌiplomˌatʃikɐmˈeɪŋtʃɪ	dʒˌiplomˌatʃikɐmˈeɪŋtʃɪ
diretamente	dʒˌiɾetɐmˈeɪŋtʃɪ	dʒˌiɾɛtɐmˈeɪŋtʃɪ
disciplinarmente	dʒˌisiplˌinaɾmˈeɪŋtʃɪ	dʒˌisiplˌinaɾmˈeɪŋtʃɪ
discretamente	dʒˌiskɾetɐmˈeɪŋtʃɪ	dʒˌiskɾɛtɐmˈeɪŋtʃɪ
discriminadamente	dʒˌiskɾimˌinadɐmˈeɪŋtʃɪ	dʒˌiskɾimˌinadɐmˈeɪŋtʃɪ
disfarçadamente	dʒˌisfaɾsˌadɐmˈeɪŋtʃɪ	dʒˌisfaɾsadɐmˈeɪŋtʃɪ
dissimuladamente	dʒˌisimˌuladɐmˈeɪŋtʃɪ	dʒˌisimˌuladɐmˈeɪŋtʃɪ
distalmente	dʒˌistaʊmˈeɪŋtʃɪ	dʒˌistaʊmˈeɪŋtʃɪ
distintamente	dʒˌistʃiŋtɐmˈeɪŋtʃɪ	dʒˌistʃiŋtɐmˈeɪŋtʃɪ
distintivamente	dʒˌistʃiŋtʃˌivɐmˈeɪŋtʃɪ	dʒˌistʃiŋtʃivɐmˈeɪŋtʃɪ
distraidamente	dʒˌistɾaɪdɐmˈeɪŋtʃɪ	dʒˌistɾaɪdɐmˈeɪŋtʃɪ
distributivamente	dʒˌistɾibˌutʃivɐmˈeɪŋtʃɪ	dʒˌistɾibˌutʃivɐmˈeɪŋtʃɪ
ditatorialmente	dʒˌitatˌoɾiaʊmˈeɪŋtʃɪ	dʒˌitatˌoɾiaʊmˈeɪŋtʃɪ
ditosamente	dʒˌitozɐmˈeɪŋtʃɪ	dʒˌitɔzɐmˈeɪŋtʃɪ
diversamente	dʒˌiveɾsɐmˈeɪŋtʃɪ	dʒˌivɛɾsɐmˈeɪŋtʃɪ
divertirmente	dʒˌiveɾtʃiɾmˈeɪŋtʃɪ	dʒˌiveɾtʃiɾmˈeɪŋtʃɪ
divinamente	dʒˌivinɐmˈeɪŋtʃɪ	dʒˌivinɐmˈeɪŋtʃɪ
docemente	dˌosemˈeɪŋtʃɪ	dɔsɪmˈeɪŋtʃɪ
docilmente	dˌosiʊmˈeɪŋtʃɪ	dˌosiʊmˈeɪŋtʃɪ
documentalmente	dˌokumˌeɪŋtaʊmˈeɪŋtʃɪ	dˌokumˌeɪŋtaʊmˈeɪŋtʃɪ
documente	dˌokumˈeɪŋtʃɪ	dˌokumˈeɪŋtʃɪ
dogmaticamente	dˌoɡmatʃˌikɐmˈeɪŋtʃɪ	dˌoɡmatʃikɐmˈeɪŋtʃɪ
doidamente	dˌoɪdɐmˈeɪŋtʃɪ	doɪdɐmˈeɪŋtʃɪ
dolorosamente	dˌoloɾˌozɐmˈeɪŋtʃɪ	dˌoloɾɔzɐmˈeɪŋtʃɪ
dormente	dˌoɾmˈeɪŋtʃɪ	dˌoɾmˈeɪŋtʃɪ
dramaticamente	dɾˌɐmatʃˌikɐmˈeɪŋtʃɪ	dɾˌɐmatʃikɐmˈeɪŋtʃɪ
drasticamente	dɾˌastʃikɐmˈeɪŋtʃɪ	dɾˌastʃikɐmˈeɪŋtʃɪ
dualmente	dˌuaʊmˈeɪŋtʃɪ	dˌuaʊmˈeɪŋtʃɪ
dubiamente	dˌubiɐmˈeɪŋtʃɪ	dˌubiɐmˈeɪŋtʃɪ
duplamente	dˌuplɐmˈeɪŋtʃɪ	duplɐmˈeɪŋtʃɪ
duplicadamente	dˌuplikˌadɐmˈeɪŋtʃɪ	dˌuplikadɐmˈeɪŋtʃɪ
duramente	dˌuɾɐmˈeɪŋtʃɪ	duɾɐmˈeɪŋtʃɪ
duvidosamente	dˌuvidˌozɐmˈeɪŋtʃɪ	dˌuvidɔzɐmˈeɪŋtʃɪ
ecologicamente	ˌekolˌoʒikɐmˈeɪŋtʃɪ	ˌekolˌoʒikɐmˈeɪŋtʃɪ
economicamente	ˌekonˌomikɐmˈeɪŋtʃɪ	ˌekonˌomikɐmˈeɪŋtʃɪ
ecumenicamente	ˌekumˌenikɐmˈeɪŋtʃɪ	ˌekumˌenikɐmˈeɪŋtʃɪ
educadamente	ˌedukˌadɐmˈeɪŋtʃɪ	ˌedukadɐmˈeɪŋtʃɪ
efetivamente	ˌefetʃˌivɐmˈeɪŋtʃɪ	ˌefetʃivɐmˈeɪŋtʃɪ
eficazmente	ˌefikazmˈeɪŋtʃɪ	ˌefikasmˈeɪŋtʃɪ
eficientemente	ˌefisˌieɪŋtemˈeɪŋtʃɪ	ˌefisˌieɪŋtʃɪmˈeɪŋtʃɪ
efusivamente	ˌefuzˌivɐmˈeɪŋtʃɪ	ˌefuzivɐmˈeɪŋtʃɪ
elaboradamente	ˌelabˌoɾadɐmˈeɪŋtʃɪ	ˌelabˌoɾadɐmˈeɪŋtʃɪ
elasticamente	ˌelastʃˌikɐmˈeɪŋtʃɪ	ˌelastʃikɐmˈeɪŋtʃɪ
elegantemente	ˌeleɡˌɐ̃ŋtemˈeɪŋtʃɪ	ˌeleɡɐ̃ŋtʃɪmˈeɪŋtʃɪ
eleitoralmente	ˌeleɪtˌoɾaʊmˈeɪŋtʃɪ	ˌeleɪtˌoɾaʊmˈeɪŋtʃɪ
eletricamente	ˌeletɾˌikɐmˈeɪŋtʃɪ	ˌeletɾikɐmˈeɪŋtʃɪ
eletronicamente	ˌeletɾˌonikɐmˈeɪŋtʃɪ	ˌeletɾˌonikɐmˈeɪŋtʃɪ
elogiosamente	ˌeloʒˌiozɐmˈeɪŋtʃɪ	ˌeloʒˌiɔzɐmˈeɪŋtʃɪ
eloquentemente	ˌelokwˌeɪŋtemˈeɪŋtʃɪ	ˌelokweɪŋtʃɪmˈeɪŋtʃɪ
eloqüentemente	ˌelokwˌeɪŋtemˈeɪŋtʃɪ	ˌelokweɪŋtʃɪmˈeɪŋtʃɪ
embaraçosamente	ˌeɪmbaɾˌasozɐmˈeɪŋtʃɪ	ˌeɪmbaɾˌasɔzɐmˈeɪŋtʃɪ
embaralhadamente	ˌeɪmbaɾˌaʎadɐmˈeɪŋtʃɪ	ˌeɪmbaɾˌaʎadɐmˈeɪŋtʃɪ
embarriladamente	ˌeɪmbaxˌiladɐmˈeɪŋtʃɪ	ˌeɪmbaxˌiladɐmˈeɪŋtʃɪ
embasbacadamente	ˌeɪmbazbˌakadɐmˈeɪŋtʃɪ	ˌeɪmbazbˌakadɐmˈeɪŋtʃɪ
emblematicamente	ˌeɪmblemˌatʃikɐmˈeɪŋtʃɪ	ˌeɪmblemˌatʃikɐmˈeɪŋtʃɪ
embriologicamente	ˌeɪmbɾiˌoloʒˌikɐmˈeɪŋtʃɪ	ˌeɪmbɾiˌoloʒikɐmˈeɪŋtʃɪ
embrionariamente	ˌeɪmbɾɪˌonaɾˌiɐmˈeɪŋtʃɪ	ˌeɪmbɾɪˌonaɾiɐmˈeɪŋtʃɪ
emente	ˌemˈeɪŋtʃɪ	ˌemˈeɪŋtʃɪ
eminentemente	ˌeminˌeɪŋtemˈeɪŋtʃɪ	ˌemineɪŋtʃɪmˈeɪŋtʃɪ
emocionalmente	ˌemosˌɪonaʊmˈeɪŋtʃɪ	ˌemosˌɪonaʊmˈeɪŋtʃɪ
empaticamente	ˌeɪmpatʃˌikɐmˈeɪŋtʃɪ	ˌeɪmpatʃikɐmˈeɪŋtʃɪ
empenhadamente	ˌeɪmpeɲˌadɐmˈeɪŋtʃɪ	ˌeɪmpeɲadɐmˈeɪŋtʃɪ
emperradamente	ˌeɪmpexˌadɐmˈeɪŋtʃɪ	ˌeɪmpexadɐmˈeɪŋtʃɪ
empiricamente	ˌeɪmpiɾˌikɐmˈeɪŋtʃɪ	ˌeɪmpiɾikɐmˈeɪŋtʃɪ
encapotadamente	ˌeɪŋkapˌotadɐmˈeɪŋtʃɪ	ˌeɪŋkapˌotadɐmˈeɪŋtʃɪ
encarecidamente	ˌeɪŋkaɾˌesidɐmˈeɪŋtʃɪ	ˌeɪŋkaɾˌesidɐmˈeɪŋtʃɪ
encarniçadamente	ˌeɪŋkaɾnˌisadɐmˈeɪŋtʃɪ	ˌeɪŋkaɾnˌisadɐmˈeɪŋtʃɪ
encobertamente	ˌeɪŋkobˌeɾtɐmˈeɪŋtʃɪ	ˌeɪŋkobɛɾtɐmˈeɪŋtʃɪ
endiabradamente	ˌeɪŋdʒiˌabɾadɐmˈeɪŋtʃɪ	ˌeɪŋdʒiˌabɾadɐmˈeɪŋtʃɪ
energicamente	ˌeneɾʒˌikɐmˈeɪŋtʃɪ	ˌeneɾʒikɐmˈeɪŋtʃɪ
enfadonhamente	ˌeɪŋfadˌoɲɐmˈeɪŋtʃɪ	ˌeɪŋfadoɲɐmˈeɪŋtʃɪ
enfaticamente	ˌeɪŋfatʃˌikɐmˈeɪŋtʃɪ	ˌeɪŋfatʃikɐmˈeɪŋtʃɪ
engenhosamente	ˌeɪŋʒeɲˌozɐmˈeɪŋtʃɪ	ˌeɪŋʒeɲɔzɐmˈeɪŋtʃɪ
enigmaticamente	ˌeniɡmˌatʃikɐmˈeɪŋtʃɪ	ˌeniɡmˌatʃikɐmˈeɪŋtʃɪ
enormemente	ˌenoɾmemˈeɪŋtʃɪ	ˌenɔɾmɪmˈeɪŋtʃɪ
ensonadamente	ˌeɪŋsonˌadɐmˈeɪŋtʃɪ	ˌeɪŋsonadɐmˈeɪŋtʃɪ
enternecidamente	ˌeɪŋteɾnˌesidɐmˈeɪŋtʃɪ	ˌeɪŋteɾnˌesidɐmˈeɪŋtʃɪ
entranhadamente	ˌeɪŋtɾɐ̃ɲˌadɐmˈeɪŋtʃɪ	ˌeɪŋtɾɐ̃ɲadɐmˈeɪŋtʃɪ
entristecedoramente	ˌeɪŋtɾistˌesedˌoɾɐmˈeɪŋtʃɪ	ˌeɪŋtɾistˌesedoɾɐmˈeɪŋtʃɪ
entusiasticamente	ˌeɪŋtuzˌiastʃˌikɐmˈeɪŋtʃɪ	ˌeɪŋtuzˌiastʃikɐmˈeɪŋtʃɪ
envaidecidamente	ˌeɪŋvaɪdˌesidɐmˈeɪŋtʃɪ	ˌeɪŋvaɪdˌesidɐmˈeɪŋtʃɪ
epicamente	ˌepikɐmˈeɪŋtʃɪ	ˌepikɐmˈeɪŋtʃɪ
episodicamente	ˌepizˌodʒikɐmˈeɪŋtʃɪ	ˌepizˌodʒikɐmˈeɪŋtʃɪ
equacionalmente	ˌekwasˌɪonaʊmˈeɪŋtʃɪ	ˌekwasˌɪonaʊmˈeɪŋtʃɪ
equilateralmente	ˌekilˌateɾaʊmˈeɪŋtʃɪ	ˌekilˌateɾaʊmˈeɪŋtʃɪ
equilibradamente	ˌekilˌibɾadɐmˈeɪŋtʃɪ	ˌekilˌibɾadɐmˈeɪŋtʃɪ
equitativamente	ˌekitˌatʃivɐmˈeɪŋtʃɪ	ˌekitˌatʃivɐmˈeɪŋtʃɪ
equivalentemente	ˌekivˌaleɪŋtemˈeɪŋtʃɪ	ˌekivˌaleɪŋtʃɪmˈeɪŋtʃɪ
equivocadamente	ˌekivˌokadɐmˈeɪŋtʃɪ	ˌekivˌokadɐmˈeɪŋtʃɪ
erradamente	ˌexadɐmˈeɪŋtʃɪ	ˌexadɐmˈeɪŋtʃɪ
erroneamente	ˌexonˌeɐmˈeɪŋtʃɪ	ˌexoneɐmˈeɪŋtʃɪ
esbeltamente	ˌezbɛʊtɐmˈeɪŋtʃɪ	ˌezbɛʊtɐmˈeɪŋtʃɪ
escabrosamente	ˌeskabɾˌozɐmˈeɪŋtʃɪ	ˌeskabɾɔzɐmˈeɪŋtʃɪ
escandalosamente	ˌeskɐ̃ŋdˌalozɐmˈeɪŋtʃɪ	ˌeskɐ̃ŋdˌalɔzɐmˈeɪŋtʃɪ
escanzeladamente	ˌeskɐ̃ŋzˌeladɐmˈeɪŋtʃɪ	ˌeskɐ̃ŋzˌeladɐmˈeɪŋtʃɪ
escarmente	ˌeskaɾmˈeɪŋtʃɪ	ˌeskaɾmˈeɪŋtʃɪ
escassamente	ˌeskasɐmˈeɪŋtʃɪ	ˌeskasɐmˈeɪŋtʃɪ
escrupulosamente	ˌeskɾupˌulozɐmˈeɪŋtʃɪ	ˌeskɾupˌulɔzɐmˈeɪŋtʃɪ
esculturalmente	ˌeskuwtˌuɾaʊmˈeɪŋtʃɪ	ˌeskuwtˌuɾaʊmˈeɪŋtʃɪ
esforçadamente	ˌesfoɾsˌadɐmˈeɪŋtʃɪ	ˌesfoɾsadɐmˈeɪŋtʃɪ
esmagadoramente	ˌezmaɡˌadoɾɐmˈeɪŋtʃɪ	ˌezmaɡˌadoɾɐmˈeɪŋtʃɪ
esmagadormente	ˌezmaɡˌadoɾmˈeɪŋtʃɪ	ˌezmaɡˌadoɾmˈeɪŋtʃɪ
espaçadamente	ˌespasˌadɐmˈeɪŋtʃɪ	ˌespasadɐmˈeɪŋtʃɪ
espalhafatosamente	ˌespaʎˌafatˌozɐmˈeɪŋtʃɪ	ˌespaʎˌafatɔzɐmˈeɪŋtʃɪ
espantosamente	ˌespɐ̃ŋtˌozɐmˈeɪŋtʃɪ	ˌespɐ̃ŋtɔzɐmˈeɪŋtʃɪ
esparsamente	ˌespaɾsɐmˈeɪŋtʃɪ	ˌespaɾsɐmˈeɪŋtʃɪ
especialmente	ˌespesˌiaʊmˈeɪŋtʃɪ	ˌespesˌiaʊmˈeɪŋtʃɪ
especificamente	ˌespesˌifikɐmˈeɪŋtʃɪ	ˌespesˌifikɐmˈeɪŋtʃɪ
especuladamente	ˌespekˌuladɐmˈeɪŋtʃɪ	ˌespekˌuladɐmˈeɪŋtʃɪ
esperançosamente	ˌespeɾˌɐ̃ŋsozɐmˈeɪŋtʃɪ	ˌespeɾˌɐ̃ŋsɔzɐmˈeɪŋtʃɪ
espessamente	ˌespesɐmˈeɪŋtʃɪ	ˌespesɐmˈeɪŋtʃɪ
espetacularmente	ˌespetˌakulaɾmˈeɪŋtʃɪ	ˌespetˌakulaɾmˈeɪŋtʃɪ
espevitadamente	ˌespevˌitadɐmˈeɪŋtʃɪ	ˌespevˌitadɐmˈeɪŋtʃɪ
espiritualmente	ˌespiɾˌituaʊmˈeɪŋtʃɪ	ˌespiɾˌituaʊmˈeɪŋtʃɪ
espirituosamente	ˌespiɾˌitwozɐmˈeɪŋtʃɪ	ˌespiɾˌitwɔzɐmˈeɪŋtʃɪ
esplendidamente	ˌespleɪŋdʒˌidɐmˈeɪŋtʃɪ	ˌespleɪŋdʒidɐmˈeɪŋtʃɪ
espontaneamente	ˌespoŋtˌɐneɐmˈeɪŋtʃɪ	ˌespoŋtˌɐneɐmˈeɪŋtʃɪ
esporadicamente	ˌespoɾˌadʒikɐmˈeɪŋtʃɪ	ˌespoɾˌadʒikɐmˈeɪŋtʃɪ
esquematicamente	ˌeskemˌatʃikɐmˈeɪŋtʃɪ	ˌeskemˌatʃikɐmˈeɪŋtʃɪ
essencialmente	ˌeseɪŋsˌiaʊmˈeɪŋtʃɪ	ˌeseɪŋsˌiaʊmˈeɪŋtʃɪ
estatalmente	ˌestataʊmˈeɪŋtʃɪ	ˌestataʊmˈeɪŋtʃɪ
estateladamente	ˌestatˌeladɐmˈeɪŋtʃɪ	ˌestatˌeladɐmˈeɪŋtʃɪ
estaticamente	ˌestatʃˌikɐmˈeɪŋtʃɪ	ˌestatʃikɐmˈeɪŋtʃɪ
estatisticamente	ˌestatʃˌistʃikɐmˈeɪŋtʃɪ	ˌestatʃˌistʃikɐmˈeɪŋtʃɪ
estatutariamente	ˌestatˌutaɾˌiɐmˈeɪŋtʃɪ	ˌestatˌutaɾiɐmˈeɪŋtʃɪ
estavelmente	ˌestavɛʊmˈeɪŋtʃɪ	ˌestavɛʊmˈeɪŋtʃɪ
esteticamente	ˌestetʃˌikɐmˈeɪŋtʃɪ	ˌestetʃikɐmˈeɪŋtʃɪ
estocasticamente	ˌestokˌastʃikɐmˈeɪŋtʃɪ	ˌestokˌastʃikɐmˈeɪŋtʃɪ
estoicamente	ˌestoɪkɐmˈeɪŋtʃɪ	ˌestɔɪkɐmˈeɪŋtʃɪ
estonteadamente	ˌestoŋtˌeadɐmˈeɪŋtʃɪ	ˌestoŋtˌeadɐmˈeɪŋtʃɪ
estranhamente	ˌestɾɐ̃ɲɐmˈeɪŋtʃɪ	ˌestɾɐ̃ɲɐmˈeɪŋtʃɪ
estrategicamente	ˌestɾatˌeʒikɐmˈeɪŋtʃɪ	ˌestɾatˌeʒikɐmˈeɪŋtʃɪ
estreitamente	ˌestɾeɪtɐmˈeɪŋtʃɪ	ˌestɾeɪtɐmˈeɪŋtʃɪ
estrepitosamente	ˌestɾepˌitozɐmˈeɪŋtʃɪ	ˌestɾepˌitɔzɐmˈeɪŋtʃɪ
estritamente	ˌestɾitɐmˈeɪŋtʃɪ	ˌestɾitɐmˈeɪŋtʃɪ
estrondosamente	ˌestɾoŋdˌozɐmˈeɪŋtʃɪ	ˌestɾoŋdɔzɐmˈeɪŋtʃɪ
estruturalmente	ˌestɾutˌuɾaʊmˈeɪŋtʃɪ	ˌestɾutˌuɾaʊmˈeɪŋtʃɪ
estupendamente	ˌestupˌeɪŋdɐmˈeɪŋtʃɪ	ˌestupeɪŋdɐmˈeɪŋtʃɪ
estupidamente	ˌestupˌidɐmˈeɪŋtʃɪ	ˌestupidɐmˈeɪŋtʃɪ
eternamente	ˌeteɾnɐmˈeɪŋtʃɪ	ˌetɛɾnɐmˈeɪŋtʃɪ
eticamente	ˌetʃikɐmˈeɪŋtʃɪ	ˌetʃikɐmˈeɪŋtʃɪ
etimologicamente	ˌetʃimˌoloʒˌikɐmˈeɪŋtʃɪ	ˌetʃimˌoloʒikɐmˈeɪŋtʃɪ
etnicamente	ˌetnikɐmˈeɪŋtʃɪ	ˌetnikɐmˈeɪŋtʃɪ
etnologicamente	ˌetnolˌoʒikɐmˈeɪŋtʃɪ	ˌetnolˌoʒikɐmˈeɪŋtʃɪ
evasivamente	ˌevazˌivɐmˈeɪŋtʃɪ	ˌevazivɐmˈeɪŋtʃɪ
eventualmente	ˌeveɪŋtˌuaʊmˈeɪŋtʃɪ	ˌeveɪŋtˌuaʊmˈeɪŋtʃɪ
evidentemente	ˌevidˌeɪŋtemˈeɪŋtʃɪ	ˌevideɪŋtʃɪmˈeɪŋtʃɪ
exageradamente	ˌezaʒˌeɾadɐmˈeɪŋtʃɪ	ˌezaʒˌeɾadɐmˈeɪŋtʃɪ
exatamente	ˌezatɐmˈeɪŋtʃɪ	ˌezatɐmˈeɪŋtʃɪ
exaustivamente	ˌezaʊstʃˌivɐmˈeɪŋtʃɪ	ˌezaʊstʃivɐmˈeɪŋtʃɪ
excecionalmente	ˌesesˌɪonaʊmˈeɪŋtʃɪ	ˌesesˌɪonaʊmˈeɪŋtʃɪ
excelentemente	ˌeselˌeɪŋtemˈeɪŋtʃɪ	ˌeseleɪŋtʃɪmˈeɪŋtʃɪ
excepcionalmente	ˌesepsˌɪonaʊmˈeɪŋtʃɪ	ˌesepsˌɪonaʊmˈeɪŋtʃɪ
excessivamente	ˌesesˌivɐmˈeɪŋtʃɪ	ˌesesivɐmˈeɪŋtʃɪ
exclusivamente	ˌeskluzˌivɐmˈeɪŋtʃɪ	ˌeskluzivɐmˈeɪŋtʃɪ
exemplarmente	ˌezeɪmplaɾmˈeɪŋtʃɪ	ˌezeɪmplaɾmˈeɪŋtʃɪ
exemplificativamente	ˌezeɪmplˌifikˌatʃivɐmˈeɪŋtʃɪ	ˌezeɪmplˌifikˌatʃivɐmˈeɪŋtʃɪ
exequivelmente	ˌezekwˌivɛʊmˈeɪŋtʃɪ	ˌezekwˌivɛʊmˈeɪŋtʃɪ
existencialmente	ˌezistˌeɪŋsiaʊmˈeɪŋtʃɪ	ˌezistˌeɪŋsiaʊmˈeɪŋtʃɪ
exoticamente	ˌezotʃˌikɐmˈeɪŋtʃɪ	ˌezotʃikɐmˈeɪŋtʃɪ
expeditamente	ˌespedʒˌitɐmˈeɪŋtʃɪ	ˌespedʒitɐmˈeɪŋtʃɪ
experimentalmente	ˌespeɾˌimeɪŋtaʊmˈeɪŋtʃɪ	ˌespeɾˌimeɪŋtaʊmˈeɪŋtʃɪ
experimente	ˌespeɾimˈeɪŋtʃɪ	ˌespeɾimˈeɪŋtʃɪ
explicitamente	ˌesplisˌitɐmˈeɪŋtʃɪ	ˌesplisitɐmˈeɪŋtʃɪ
exponencialmente	ˌesponˌeɪŋsiaʊmˈeɪŋtʃɪ	ˌesponˌeɪŋsiaʊmˈeɪŋtʃɪ
expressamente	ˌespɾesɐmˈeɪŋtʃɪ	ˌespɾɛsɐmˈeɪŋtʃɪ
expressivamente	ˌespɾesˌivɐmˈeɪŋtʃɪ	ˌespɾesivɐmˈeɪŋtʃɪ
extemporaneamente	ˌesteɪmpˌoɾɐnˌeɐmˈeɪŋtʃɪ	ˌesteɪmpˌoɾɐneɐmˈeɪŋtʃɪ
extensamente	ˌesteɪŋsɐmˈeɪŋtʃɪ	ˌesteɪŋsɐmˈeɪŋtʃɪ
extensivamente	ˌesteɪŋsˌivɐmˈeɪŋtʃɪ	ˌesteɪŋsivɐmˈeɪŋtʃɪ
extenuadamente	ˌestenˌuadɐmˈeɪŋtʃɪ	ˌestenˌuadɐmˈeɪŋtʃɪ
exteriormente	ˌesteɾˌioɾmˈeɪŋtʃɪ	ˌesteɾˌioɾmˈeɪŋtʃɪ
